{'n_samples': 1000, 'dim_x': 100, 'dim_y': 25, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9957095158079009, 'result_error_out_all': 0.99515382537317, 'result_error_in_mask': 0.9984436970317242, 'result_error_out_mask': 0.9986436460739183, 'result_false_positives': 0.38, 'result_false_negatives': 0.0, 'result_response_active': 6.670427909157307e-05, 'result_response_inactive': 3.7476947473842877e-06, 'result_auc': 0.9473684210526316}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 1, 'result_error_in_all': 0.9999519397501655, 'result_error_out_all': 0.9999934831323108, 'result_error_in_mask': 0.9997786163181258, 'result_error_out_mask': 0.9999662244617873, 'result_false_positives': 0.44, 'result_false_negatives': 0.06, 'result_response_active': -5.346606870456408e-06, 'result_response_inactive': -2.289910751884959e-06, 'result_auc': 0.4044444444444445}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 2, 'result_error_in_all': 0.9999825913597583, 'result_error_out_all': 0.999988436147753, 'result_error_in_mask': 0.999515160474529, 'result_error_out_mask': 0.9996520039404199, 'result_false_positives': 0.4, 'result_false_negatives': 0.0, 'result_response_active': 5.018789740681664e-06, 'result_response_inactive': -6.174419606802757e-07, 'result_auc': 0.9333333333333333}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 3, 'result_error_in_all': 0.999861444590895, 'result_error_out_all': 0.9998950156075838, 'result_error_in_mask': 0.9996116350191501, 'result_error_out_mask': 0.9998019165182611, 'result_false_positives': 0.48, 'result_false_negatives': 0.0, 'result_response_active': 1.0025238907320276e-05, 'result_response_inactive': 4.793432707075028e-07, 'result_auc': 0.7333333333333333}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 0, 'result_error_in_all': 0.9997006577735292, 'result_error_out_all': 0.9996913190815511, 'result_error_in_mask': 0.9997174035022107, 'result_error_out_mask': 0.9997145230353174, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.25007791697017284, 'result_response_inactive': 0.00030108109525231827, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 1, 'result_error_in_all': 0.9999980546231236, 'result_error_out_all': 0.9999983959096913, 'result_error_in_mask': 0.999979399244844, 'result_error_out_mask': 0.9999822069397479, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.24692931358675838, 'result_response_inactive': 0.0002536118153023667, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 2, 'result_error_in_all': 0.9987215900304475, 'result_error_out_all': 0.9988285199768835, 'result_error_in_mask': 0.9991666979689204, 'result_error_out_mask': 0.9991461917352128, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4893058657770542, 'result_response_inactive': 0.0011597476119452818, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 3, 'result_error_in_all': 0.9999074755201287, 'result_error_out_all': 1.0004980043870664, 'result_error_in_mask': 0.9991061372692384, 'result_error_out_mask': 0.9995670938462334, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.34040956506920245, 'result_response_inactive': 0.0010273495507459691, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 0, 'result_error_in_all': 1.0099117255773602, 'result_error_out_all': 1.0150092997077378, 'result_error_in_mask': 0.9998542853370044, 'result_error_out_mask': 0.9998548512697664, 'result_false_positives': 0.02, 'result_false_negatives': 0.06, 'result_response_active': 58.584620665593356, 'result_response_inactive': 6.113394122824711, 'result_auc': 0.3955555555555556}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 1, 'result_error_in_all': 1.0239510310762574, 'result_error_out_all': 1.038906037813001, 'result_error_in_mask': 0.9999306239969417, 'result_error_out_mask': 0.9999850286765507, 'result_false_positives': 0.9, 'result_false_negatives': 0.02, 'result_response_active': -17.223414110762928, 'result_response_inactive': 2.1560751203244974, 'result_auc': 0.5511111111111111}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 2, 'result_error_in_all': 1.0074467932628366, 'result_error_out_all': 1.0089044560402942, 'result_error_in_mask': 0.9999233572661446, 'result_error_out_mask': 0.9999709313845984, 'result_false_positives': 0.9, 'result_false_negatives': 0.02, 'result_response_active': -17.982191113705717, 'result_response_inactive': -0.43334924986348855, 'result_auc': 0.7644444444444445}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 3, 'result_error_in_all': 1.0017087614175517, 'result_error_out_all': 1.001521771180203, 'result_error_in_mask': 0.999723368614442, 'result_error_out_mask': 1.0000178969581253, 'result_false_positives': 0.86, 'result_false_negatives': 0.02, 'result_response_active': -0.22735993800413773, 'result_response_inactive': -0.15781058321951782, 'result_auc': 0.49777777777777776}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 0, 'result_error_in_all': 0.9997497546006402, 'result_error_out_all': 0.9997444629023828, 'result_error_in_mask': 0.9997174035022107, 'result_error_out_mask': 0.9997145230353174, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.22397890861670527, 'result_response_inactive': 0.0003402391264355593, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 1, 'result_error_in_all': 0.9999987857464837, 'result_error_out_all': 0.9999989984883322, 'result_error_in_mask': 0.999979399244844, 'result_error_out_mask': 0.9999822069397479, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.19485240444512186, 'result_response_inactive': 0.00022431803507706253, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 2, 'result_error_in_all': 0.9987594590788622, 'result_error_out_all': 0.9988567198235014, 'result_error_in_mask': 0.9991666979689204, 'result_error_out_mask': 0.9991461917352128, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.47400540980658973, 'result_response_inactive': 0.0011784454270357034, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.2, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 3, 'result_error_in_all': 0.9990734335553054, 'result_error_out_all': 0.9995333024287032, 'result_error_in_mask': 0.9991061372692384, 'result_error_out_mask': 0.9995670938462334, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.2815647834874059, 'result_response_inactive': 0.0007384512824717035, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9705930387261382, 'result_error_out_all': 0.9704316430446897, 'result_error_in_mask': 0.9697330737111469, 'result_error_out_mask': 0.9693857115498733, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.32738390814427465, 'result_response_inactive': 0.021337787793010553, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 1, 'result_error_in_all': 0.9702541175667558, 'result_error_out_all': 0.9711874317009757, 'result_error_in_mask': 0.9739274592791273, 'result_error_out_mask': 0.9762370767070937, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.22036218510630956, 'result_response_inactive': 0.02084164682642296, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 2, 'result_error_in_all': 0.9663749018656388, 'result_error_out_all': 0.9722823335022767, 'result_error_in_mask': 0.9678134989268846, 'result_error_out_mask': 0.9738745141024264, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.3720847172299431, 'result_response_inactive': 0.02934537654451417, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 3, 'result_error_in_all': 0.9702233180099246, 'result_error_out_all': 0.9706525342493667, 'result_error_in_mask': 0.9721078562225327, 'result_error_out_mask': 0.9729603911347519, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.34883930354384, 'result_response_inactive': 0.032790144988551304, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 0, 'result_error_in_all': 0.9686260641918745, 'result_error_out_all': 0.9680566186929501, 'result_error_in_mask': 0.9713751277337798, 'result_error_out_mask': 0.9737992011709418, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.42588252259667214, 'result_response_inactive': 0.011813709310921105, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 1, 'result_error_in_all': 0.9702323764685846, 'result_error_out_all': 0.9716541479578797, 'result_error_in_mask': 0.9739274592791273, 'result_error_out_mask': 0.9762370767070937, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.39057719769813726, 'result_response_inactive': 0.007033404963036472, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 2, 'result_error_in_all': 0.9654467175883491, 'result_error_out_all': 0.9710122918784044, 'result_error_in_mask': 0.9678134989268846, 'result_error_out_mask': 0.9738745141024264, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.523107976025731, 'result_response_inactive': 0.011820208532907741, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 3, 'result_error_in_all': 0.9689087510164786, 'result_error_out_all': 0.9687569709605214, 'result_error_in_mask': 0.9721078562225327, 'result_error_out_mask': 0.9729603911347519, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.468951643346732, 'result_response_inactive': 0.0115472256853478, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 0, 'result_error_in_all': 0.9895243764325125, 'result_error_out_all': 1.0062918388663793, 'result_error_in_mask': 0.9960464042724659, 'result_error_out_mask': 0.9976214040398858, 'result_false_positives': 0.06, 'result_false_negatives': 0.18, 'result_response_active': 10.066075668850136, 'result_response_inactive': 0.3019040598909079, 'result_auc': 0.4025}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 1, 'result_error_in_all': 1.0078933430756651, 'result_error_out_all': 1.0869199088572372, 'result_error_in_mask': 0.9953961685854108, 'result_error_out_mask': 0.9967660592784411, 'result_false_positives': 0.0, 'result_false_negatives': 0.18, 'result_response_active': 47.578459287529654, 'result_response_inactive': -1.226177592395473, 'result_auc': 0.4}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 2, 'result_error_in_all': 0.9839610164781081, 'result_error_out_all': 1.0029099452048393, 'result_error_in_mask': 0.9808033278932584, 'result_error_out_mask': 0.9937083024770054, 'result_false_positives': 0.76, 'result_false_negatives': 0.04, 'result_response_active': -12.858970295313071, 'result_response_inactive': -4.238468729305389, 'result_auc': 0.4925}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 3, 'result_error_in_all': 0.9817938208563041, 'result_error_out_all': 0.9882163217772252, 'result_error_in_mask': 0.9964650285781733, 'result_error_out_mask': 0.9996433667052204, 'result_false_positives': 0.0, 'result_false_negatives': 0.18, 'result_response_active': 4.567381514347092, 'result_response_inactive': -0.5648632168442662, 'result_auc': 0.75}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 0, 'result_error_in_all': 0.9683355188366034, 'result_error_out_all': 0.9677032092138745, 'result_error_in_mask': 0.9697330737111469, 'result_error_out_mask': 0.9693857115498733, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4288268302463658, 'result_response_inactive': 0.008013157216203931, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 1, 'result_error_in_all': 0.97076208676042, 'result_error_out_all': 0.9723321010229118, 'result_error_in_mask': 0.9739274592791273, 'result_error_out_mask': 0.9762370767070937, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.35813449622645166, 'result_response_inactive': 0.007265071894812174, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 2, 'result_error_in_all': 0.9653465769765102, 'result_error_out_all': 0.9708855278575409, 'result_error_in_mask': 0.9678134989268846, 'result_error_out_mask': 0.9738745141024264, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5110761660473531, 'result_response_inactive': 0.009542491666993757, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 3, 'result_error_in_all': 0.9686851806145367, 'result_error_out_all': 0.968455910239861, 'result_error_in_mask': 0.9721078562225327, 'result_error_out_mask': 0.9729603911347519, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4644641185890852, 'result_response_inactive': 0.009307677823541874, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9879822193966633, 'result_error_out_all': 0.9860995270580523, 'result_error_in_mask': 0.9877715113761925, 'result_error_out_mask': 0.986539980259491, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.001262543278377845, 'result_response_inactive': 4.295092726416742e-05, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 1, 'result_error_in_all': 0.9887474412978069, 'result_error_out_all': 0.9905055406161305, 'result_error_in_mask': 0.9901472885360061, 'result_error_out_mask': 0.991359580986022, 'result_false_positives': 0.02, 'result_false_negatives': 0.02, 'result_response_active': 0.00047266727137112476, 'result_response_inactive': 4.6309499073089204e-05, 'result_auc': 0.9333333333333333}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 2, 'result_error_in_all': 0.9813457360573602, 'result_error_out_all': 0.9840318972360811, 'result_error_in_mask': 0.9820831126413743, 'result_error_out_mask': 0.9843415758875274, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.006914195538888413, 'result_response_inactive': 0.0003120371715986039, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 3, 'result_error_in_all': 0.991419904764786, 'result_error_out_all': 0.9921741284592163, 'result_error_in_mask': 0.985583681621234, 'result_error_out_mask': 0.9882582868847649, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.00510892742491737, 'result_response_inactive': 0.000422639729033462, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 0, 'result_error_in_all': 0.9855757189452918, 'result_error_out_all': 0.9840717456503488, 'result_error_in_mask': 0.9877715113761925, 'result_error_out_mask': 0.986539980259491, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5568245627481578, 'result_response_inactive': 0.001518518563104839, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 1, 'result_error_in_all': 0.9861447335598333, 'result_error_out_all': 0.9858673940880182, 'result_error_in_mask': 0.9885505556318052, 'result_error_out_mask': 0.9884459145147508, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.47747419288602416, 'result_response_inactive': 0.0036881285867372358, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 2, 'result_error_in_all': 0.981107549102942, 'result_error_out_all': 0.9835575069491411, 'result_error_in_mask': 0.9820831126413743, 'result_error_out_mask': 0.9843415758875274, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6939726446675805, 'result_response_inactive': 0.002199246502019852, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 3, 'result_error_in_all': 0.983315047339937, 'result_error_out_all': 0.9856623080785487, 'result_error_in_mask': 0.985583681621234, 'result_error_out_mask': 0.9882582868847649, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5734990941352281, 'result_response_inactive': 0.005042200654689294, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 0, 'result_error_in_all': 0.996939388056554, 'result_error_out_all': 1.0010651173982812, 'result_error_in_mask': 0.9948366337225156, 'result_error_out_mask': 0.9940337160088046, 'result_false_positives': 0.02, 'result_false_negatives': 0.06, 'result_response_active': 36.14148732399685, 'result_response_inactive': 3.005562003638578, 'result_auc': 0.43555555555555553}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 1, 'result_error_in_all': 1.0200938673402538, 'result_error_out_all': 1.067395221004828, 'result_error_in_mask': 0.9953664635471628, 'result_error_out_mask': 0.9942290979793061, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 93.13586668797457, 'result_response_inactive': -8.332323951945707, 'result_auc': 0.6044444444444445}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 2, 'result_error_in_all': 0.99573750791049, 'result_error_out_all': 1.0047271905004402, 'result_error_in_mask': 0.995623342019724, 'result_error_out_mask': 0.997836411540356, 'result_false_positives': 0.84, 'result_false_negatives': 0.02, 'result_response_active': -4.383805273489557, 'result_response_inactive': -2.1900894672277267, 'result_auc': 0.7200000000000001}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 3, 'result_error_in_all': 0.9976593396617838, 'result_error_out_all': 1.0022517935354944, 'result_error_in_mask': 0.9961051406544448, 'result_error_out_mask': 0.9985362167854944, 'result_false_positives': 0.86, 'result_false_negatives': 0.02, 'result_response_active': -1.1777693751219993, 'result_response_inactive': -0.11666911696549623, 'result_auc': 0.32}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 0, 'result_error_in_all': 0.9855605916024848, 'result_error_out_all': 0.9840931750017828, 'result_error_in_mask': 0.9877715113761925, 'result_error_out_mask': 0.986539980259491, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5290768516657033, 'result_response_inactive': 0.0013147565811345535, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 1, 'result_error_in_all': 0.9861657770599661, 'result_error_out_all': 0.9858876148353524, 'result_error_in_mask': 0.9885505556318052, 'result_error_out_mask': 0.9884459145147508, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.46586776670502755, 'result_response_inactive': 0.00283626707111137, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 2, 'result_error_in_all': 0.9808925507624506, 'result_error_out_all': 0.9833806734733419, 'result_error_in_mask': 0.9820831126413743, 'result_error_out_mask': 0.9843415758875274, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6437431984756669, 'result_response_inactive': 0.0026743066762486456, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 3, 'result_error_in_all': 0.9831030890866576, 'result_error_out_all': 0.98540642608783, 'result_error_in_mask': 0.985583681621234, 'result_error_out_mask': 0.9882582868847649, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5601579959058482, 'result_response_inactive': 0.004120722785333768, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9203503834655837, 'result_error_out_all': 0.9146875153716475, 'result_error_in_mask': 0.9195106356027717, 'result_error_out_mask': 0.9147390034378804, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.29810985000486956, 'result_response_inactive': 0.019527754960605423, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 1, 'result_error_in_all': 0.9237432734359662, 'result_error_out_all': 0.922154981017009, 'result_error_in_mask': 0.925038596465551, 'result_error_out_mask': 0.9287061818338643, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.27032653557562975, 'result_response_inactive': 0.025127755348231612, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 2, 'result_error_in_all': 0.9170033802055993, 'result_error_out_all': 0.9297740308274686, 'result_error_in_mask': 0.9147311530556022, 'result_error_out_mask': 0.9266964604349229, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.46837355668275304, 'result_response_inactive': 0.037196915874022775, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 3, 'result_error_in_all': 0.9246508013635216, 'result_error_out_all': 0.9202712643521799, 'result_error_in_mask': 0.9208058024874324, 'result_error_out_mask': 0.9181630926906024, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.3383695648525558, 'result_response_inactive': 0.03130138722472705, 'result_auc': 1.0}
{'n_samples': 500, 'dim_x': 50, 'dim_y': 100, 'snr': 0.75, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 0, 'result_error_in_all': 0.9207438983007536, 'result_error_out_all': 0.9169022738335033, 'result_error_in_mask': 0.9195106356027717, 'result_error_out_mask': 0.9147390034378804, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5625895582241115, 'result_response_inactive': 0.015136215666661335, 'result_auc': 1.0}
