{'model': 'jrr', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9947387310222118, 'result_error_out_all': 0.9992323486745183, 'result_error_in_mask': 0.9947387310222118, 'result_error_out_mask': 0.9992323486745183, 'result_false_positives': 0.0, 'result_false_negatives': 0.2}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 1.0014418651351722, 'result_error_out_all': 1.027096966675279, 'result_error_in_mask': 1.0014418651351722, 'result_error_out_mask': 1.027096966675279, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 100, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 1.005863211809779, 'result_error_out_all': 1.0814620324183757, 'result_error_in_mask': 1.0193444046296218, 'result_error_out_mask': 1.1795213986139528, 'result_false_positives': 0.2, 'result_false_negatives': 0.4}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9996808364112133, 'result_error_out_all': 0.9999478739590044, 'result_error_in_mask': 0.999680836411213, 'result_error_out_mask': 0.9999478739590044, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9943981750291064, 'result_error_out_all': 0.9994876530727808, 'result_error_in_mask': 0.9944406142663342, 'result_error_out_mask': 0.9986195970662217, 'result_false_positives': 0.1, 'result_false_negatives': 0.2}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 1.0014527778529263, 'result_error_out_all': 0.9999722232840094, 'result_error_in_mask': 1.0014527778529265, 'result_error_out_mask': 0.9999722232840094, 'result_false_positives': 0.41, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.999617386461832, 'result_error_out_all': 0.9998617229515855, 'result_error_in_mask': 0.999617386461832, 'result_error_out_mask': 0.9998617229515855, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9993585318867874, 'result_error_out_all': 0.9999910714691155, 'result_error_in_mask': 0.9988600586130361, 'result_error_out_mask': 0.9999747332070791, 'result_false_positives': 0.12, 'result_false_negatives': 0.04}
{'model': 'ols', 'n_samples': 100, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 1.030013601935801, 'result_error_out_all': 1.110229532000928, 'result_error_in_mask': 1.0705510541440386, 'result_error_out_mask': 1.2830773363136847, 'result_false_positives': 0.2, 'result_false_negatives': 0.2}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.999736778726676, 'result_error_out_all': 0.9998970875852468, 'result_error_in_mask': 0.999736778726676, 'result_error_out_mask': 0.9998970875852468, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 1.0064256603658621, 'result_error_out_all': 1.0008070883555793, 'result_error_in_mask': 1.0126673199149803, 'result_error_out_mask': 1.0018336575691822, 'result_false_positives': 0.1, 'result_false_negatives': 0.08}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9957672600990889, 'result_error_out_all': 0.9994451254095713, 'result_error_in_mask': 0.9957672600990889, 'result_error_out_mask': 0.9994451254095713, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9992773313499831, 'result_error_out_all': 0.999617862270755, 'result_error_in_mask': 0.9992773313499831, 'result_error_out_mask': 0.999617862270755, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 1.000054286959104, 'result_error_out_all': 0.9999953544046717, 'result_error_in_mask': 1.0000207494729294, 'result_error_out_mask': 0.9999991106187387, 'result_false_positives': 0.28, 'result_false_negatives': 0.06}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9990495318987966, 'result_error_out_all': 0.999711877093543, 'result_error_in_mask': 0.9990495318987966, 'result_error_out_mask': 0.999711877093543, 'result_false_positives': 0.02, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9991383869294409, 'result_error_out_all': 0.9999328442628227, 'result_error_in_mask': 0.9991383869294409, 'result_error_out_mask': 0.9999328442628227, 'result_false_positives': 0.28, 'result_false_negatives': 0.02}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9997884460821659, 'result_error_out_all': 0.999932607273837, 'result_error_in_mask': 0.9997884460821659, 'result_error_out_mask': 0.999932607273837, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.999841413576722, 'result_error_out_all': 0.9999965252142492, 'result_error_in_mask': 0.999841413576722, 'result_error_out_mask': 0.9999965252142492, 'result_false_positives': 0.48, 'result_false_negatives': 0.02}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9999910339957004, 'result_error_out_all': 0.9999993508921776, 'result_error_in_mask': 0.9999910339957004, 'result_error_out_mask': 0.9999993508921776, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9987512886124769, 'result_error_out_all': 0.9999528909763836, 'result_error_in_mask': 0.9987512886124769, 'result_error_out_mask': 0.9999528909763836, 'result_false_positives': 0.44, 'result_false_negatives': 0.08}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.9996027251993225, 'result_error_out_all': 0.9999924114450497, 'result_error_in_mask': 0.9997713502035752, 'result_error_out_mask': 1.0010799997489233, 'result_false_positives': 0.05, 'result_false_negatives': 0.03}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9995845790432637, 'result_error_out_all': 0.9999366657416606, 'result_error_in_mask': 0.9995845790432637, 'result_error_out_mask': 0.9999366657416606, 'result_false_positives': 0.16, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9995592148142458, 'result_error_out_all': 0.9999955583577971, 'result_error_in_mask': 0.9997186196949652, 'result_error_out_mask': 1.0001052096045442, 'result_false_positives': 0.25, 'result_false_negatives': 0.03}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9999345999939091, 'result_error_out_all': 0.9999817218384808, 'result_error_in_mask': 0.9999345999939091, 'result_error_out_mask': 0.9999817218384808, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 1.0145138395432083, 'result_error_out_all': 1.0101118098865376, 'result_error_in_mask': 1.0145138395432078, 'result_error_out_mask': 1.0101118098865376, 'result_false_positives': 0.44, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 1.0016465832086392, 'result_error_out_all': 1.017468762265261, 'result_error_in_mask': 1.007800572215928, 'result_error_out_mask': 1.0806088475125895, 'result_false_positives': 0.1, 'result_false_negatives': 0.3}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9959324773094151, 'result_error_out_all': 0.999488191183766, 'result_error_in_mask': 0.9959324773094151, 'result_error_out_mask': 0.999488191183766, 'result_false_positives': 0.1, 'result_false_negatives': 0.1}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9976122488998919, 'result_error_out_all': 0.9983929919714483, 'result_error_in_mask': 0.9976122488998919, 'result_error_out_mask': 0.9983929919714483, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9995349771456499, 'result_error_out_all': 0.9999763832910935, 'result_error_in_mask': 0.9995349771456502, 'result_error_out_mask': 0.9999763832910935, 'result_false_positives': 0.32, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.9998180572684838, 'result_error_out_all': 1.0000034631350128, 'result_error_in_mask': 1.0000042812763468, 'result_error_out_mask': 1.0001277755148106, 'result_false_positives': 0.13, 'result_false_negatives': 0.03}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.9984057414198779, 'result_error_out_all': 0.9999253358727448, 'result_error_in_mask': 0.9984057414198779, 'result_error_out_mask': 0.9999253358727448, 'result_false_positives': 0.2, 'result_false_negatives': 0.1}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9997634961323677, 'result_error_out_all': 1.0000009186909706, 'result_error_in_mask': 0.9999464313049466, 'result_error_out_mask': 1.0000022000712485, 'result_false_positives': 0.2, 'result_false_negatives': 0.06}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.9953490748382555, 'result_error_out_all': 1.0011314955432304, 'result_error_in_mask': 0.9953490748382555, 'result_error_out_mask': 1.0011314955432304, 'result_false_positives': 0.3, 'result_false_negatives': 0.1}
{'model': 'ols', 'n_samples': 100, 'dim_x': 50, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.999922454911772, 'result_error_out_all': 0.9999958411818946, 'result_error_in_mask': 0.9999603254152187, 'result_error_out_mask': 0.9999998037607495, 'result_false_positives': 0.36, 'result_false_negatives': 0.08}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9997812114928328, 'result_error_out_all': 0.9999983188686733, 'result_error_in_mask': 0.9999567890373529, 'result_error_out_mask': 1.0000074994487025, 'result_false_positives': 0.16, 'result_false_negatives': 0.05}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.999007787070688, 'result_error_out_all': 0.999968411454532, 'result_error_in_mask': 0.9990007043802774, 'result_error_out_mask': 1.0000213539719929, 'result_false_positives': 0.4, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.9997500315947802, 'result_error_out_all': 0.9999943236544081, 'result_error_in_mask': 1.0021449869642898, 'result_error_out_mask': 1.0000656517981275, 'result_false_positives': 0.21, 'result_false_negatives': 0.02}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9994797266059701, 'result_error_out_all': 0.9999687373926736, 'result_error_in_mask': 0.9991886233842304, 'result_error_out_mask': 0.9999456042631948, 'result_false_positives': 0.42, 'result_false_negatives': 0.02}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.9993794777650271, 'result_error_out_all': 0.9999627054997409, 'result_error_in_mask': 0.999333691469874, 'result_error_out_mask': 0.9999438392253718, 'result_false_positives': 0.26, 'result_false_negatives': 0.02}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 1.0000314520717004, 'result_error_out_all': 0.9999954089920068, 'result_error_in_mask': 1.0000314520717004, 'result_error_out_mask': 0.9999954089920068, 'result_false_positives': 0.33, 'result_false_negatives': 0.01}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.999156820917211, 'result_error_out_all': 0.9999553302998624, 'result_error_in_mask': 0.9994245486857728, 'result_error_out_mask': 1.0004211232548077, 'result_false_positives': 0.16, 'result_false_negatives': 0.1}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 100, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 1.0000306425342065, 'result_error_out_all': 0.9999959029962335, 'result_error_in_mask': 1.0000306425342065, 'result_error_out_mask': 0.9999959029962335, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 10, 'dim_y': 10, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 1.0042185861041564, 'result_error_out_all': 1.0358634678267435, 'result_error_in_mask': 1.0060200902060963, 'result_error_out_mask': 1.0424371510753863, 'result_false_positives': 0.2, 'result_false_negatives': 0.4}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9967284223217011, 'result_error_out_all': 0.9988265667904018, 'result_error_in_mask': 0.9966923184813259, 'result_error_out_mask': 0.9982688768321051, 'result_false_positives': 0.1, 'result_false_negatives': 0.1}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 1.0011377354678619, 'result_error_out_all': 1.0052431159442103, 'result_error_in_mask': 1.0011377354678619, 'result_error_out_mask': 1.0052431159442103, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 1.0246232585285435, 'result_error_out_all': 1.0004047193995114, 'result_error_in_mask': 1.0246232585285435, 'result_error_out_mask': 1.0004047193995114, 'result_false_positives': 0.55, 'result_false_negatives': 0.03}
{'model': 'jrr', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.9991471354623604, 'result_error_out_all': 0.9996887067763758, 'result_error_in_mask': 0.9991471354623604, 'result_error_out_mask': 0.9996887067763758, 'result_false_positives': 0.02, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.999987530867902, 'result_error_out_all': 0.9999969436214002, 'result_error_in_mask': 0.999987530867902, 'result_error_out_mask': 0.9999969436214002, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 1.02058213534314, 'result_error_out_all': 1.0083112153641454, 'result_error_in_mask': 1.02058213534314, 'result_error_out_mask': 1.0083112153641454, 'result_false_positives': 0.48, 'result_false_negatives': 0.02}
{'model': 'jrr', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.9999386468487087, 'result_error_out_all': 0.9999835611182051, 'result_error_in_mask': 0.9999386468487087, 'result_error_out_mask': 0.9999835611182051, 'result_false_positives': 0.06, 'result_false_negatives': 0.02}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9996509754222022, 'result_error_out_all': 0.9999956814497255, 'result_error_in_mask': 1.0009773413471648, 'result_error_out_mask': 1.0018988441766419, 'result_false_positives': 0.17, 'result_false_negatives': 0.05}
{'model': 'ols', 'n_samples': 100, 'dim_x': 10, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.99996086147713, 'result_error_out_all': 1.0000003636078272, 'result_error_in_mask': 0.9997919597966032, 'result_error_out_mask': 1.0020765750791638, 'result_false_positives': 0.0, 'result_false_negatives': 0.4}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.9999994667919619, 'result_error_out_all': 0.9999996973675082, 'result_error_in_mask': 0.9999994667919619, 'result_error_out_mask': 0.9999996973675082, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 4, 'result_error_in_all': 0.9995840392883866, 'result_error_out_all': 0.9998739388972069, 'result_error_in_mask': 0.9995840392883866, 'result_error_out_mask': 0.9998739388972069, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 1, 'result_error_in_all': 0.9990926655292478, 'result_error_out_all': 0.9999590360347752, 'result_error_in_mask': 0.9992737649858517, 'result_error_out_mask': 1.0000476052159764, 'result_false_positives': 0.12, 'result_false_negatives': 0.08}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.9997215390801388, 'result_error_out_all': 0.9999844857795689, 'result_error_in_mask': 0.9999130151739691, 'result_error_out_mask': 1.0000026091818406, 'result_false_positives': 0.22, 'result_false_negatives': 0.1}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 100, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 7, 'result_error_in_all': 0.9995532112965932, 'result_error_out_all': 0.9998741381198349, 'result_error_in_mask': 0.9995532112965932, 'result_error_out_mask': 0.9998741381198349, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 0, 'result_error_in_all': 0.9992000859611143, 'result_error_out_all': 0.9995749436677168, 'result_error_in_mask': 0.9992000859611143, 'result_error_out_mask': 0.9995749436677168, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 10000, 'dim_x': 50, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.9992334777357319, 'result_error_out_all': 0.9995680032130243, 'result_error_in_mask': 0.9992334777357319, 'result_error_out_mask': 0.9995680032130243, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'oracle', 'n_samples': 100, 'dim_x': 10, 'dim_y': 50, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 2, 'result_error_in_all': 0.9983320812986811, 'result_error_out_all': 0.9996430725325375, 'result_error_in_mask': 0.9983320812986811, 'result_error_out_mask': 0.9996430725325375, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'ols', 'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 3, 'result_error_in_all': 0.9996523775146869, 'result_error_out_all': 0.999998971072848, 'result_error_in_mask': 0.9998135365449955, 'result_error_out_mask': 0.999995615526863, 'result_false_positives': 0.31, 'result_false_negatives': 0.02}
{'model': 'ols', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 6, 'result_error_in_all': 0.9996403602426981, 'result_error_out_all': 0.999981624940381, 'result_error_in_mask': 0.9998164277834448, 'result_error_out_mask': 0.9999909116683379, 'result_false_positives': 0.32, 'result_false_negatives': 0.06}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 9, 'result_error_in_all': 0.9997257137546106, 'result_error_out_all': 0.9999484435807933, 'result_error_in_mask': 0.9997257137546106, 'result_error_out_mask': 0.9999484435807933, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
{'model': 'jrr', 'n_samples': 100, 'dim_x': 100, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 5, 'result_error_in_all': 0.999993057518162, 'result_error_out_all': 1.0000013862689663, 'result_error_in_mask': 0.999993057518162, 'result_error_out_mask': 1.0000013862689663, 'result_false_positives': 0.2, 'result_false_negatives': 0.03}
{'model': 'oracle', 'n_samples': 1000, 'dim_x': 50, 'dim_y': 100, 'rho_x': 0.5, 'rho_n': 0.5, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'seed': 8, 'result_error_in_all': 0.9993580096850767, 'result_error_out_all': 0.9998523993849352, 'result_error_in_mask': 0.9993580096850767, 'result_error_out_mask': 0.9998523993849352, 'result_false_positives': 0.0, 'result_false_negatives': 0.0}
