
{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 1.0004228730390665, 'result_error_out_all': 1.000410428248799, 'result_error_in_mask': 1.0431968574096597, 'result_error_out_mask': 1.0623217853072322, 'result_false_positives': 0.36, 'result_false_negatives': 0.07, 'result_auc': 0.48108448928121056}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 4, 'result_error_in_all': 0.9440721495802205, 'result_error_out_all': 0.935828845838184, 'result_error_in_mask': 0.9533226863146748, 'result_error_out_mask': 0.9508056082204522, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 5, 'result_error_in_all': 0.9501528006392356, 'result_error_out_all': 0.9445312521178133, 'result_error_in_mask': 0.962468990931281, 'result_error_out_mask': 0.9546756242975534, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 6, 'result_error_in_all': 0.9269330587639089, 'result_error_out_all': 0.9128249608016153, 'result_error_in_mask': 0.9407662329295654, 'result_error_out_mask': 0.9323410029252176, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 7, 'result_error_in_all': 0.950344081133263, 'result_error_out_all': 0.9387379847332259, 'result_error_in_mask': 0.9656984251000132, 'result_error_out_mask': 0.9666326310469281, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 8, 'result_error_in_all': 0.9402973678125522, 'result_error_out_all': 0.9330877127504551, 'result_error_in_mask': 0.9582231562919437, 'result_error_out_mask': 0.9695281328089788, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 9, 'result_error_in_all': 0.925551580345377, 'result_error_out_all': 0.9431999097818824, 'result_error_in_mask': 0.937142431644581, 'result_error_out_mask': 0.9606009467976371, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 1.0081296169823184, 'result_error_out_all': 1.000353525751514, 'result_error_in_mask': 1.0705835807845343, 'result_error_out_mask': 1.1143689845629245, 'result_false_positives': 0.16, 'result_false_negatives': 0.06, 'result_auc': 0.5625}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 1, 'result_error_in_all': 1.0013442705979698, 'result_error_out_all': 1.0000626130924268, 'result_error_in_mask': 0.9976904515141763, 'result_error_out_mask': 0.9971606852471373, 'result_false_positives': 0.0, 'result_false_negatives': 0.08, 'result_auc': 0.9591836734693878}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 2, 'result_error_in_all': 1.0127327268156374, 'result_error_out_all': 1.0022675170434654, 'result_error_in_mask': 1.0232914073569688, 'result_error_out_mask': 1.04934087931268, 'result_false_positives': 0.06, 'result_false_negatives': 0.08, 'result_auc': 0.5815217391304348}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 3, 'result_error_in_all': 1.0031466414012282, 'result_error_out_all': 1.0005024340415418, 'result_error_in_mask': 1.0266041007365712, 'result_error_out_mask': 1.049007393813276, 'result_false_positives': 0.08, 'result_false_negatives': 0.06, 'result_auc': 0.6325757575757576}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 4, 'result_error_in_all': 0.9888402769176748, 'result_error_out_all': 0.9896626205790973, 'result_error_in_mask': 1.0063929071163669, 'result_error_out_mask': 1.021302439037996, 'result_false_positives': 0.04, 'result_false_negatives': 0.06, 'result_auc': 0.717391304347826}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 5, 'result_error_in_all': 0.9950989376922317, 'result_error_out_all': 0.9959238783346054, 'result_error_in_mask': 1.0337877565318936, 'result_error_out_mask': 1.0775021176733819, 'result_false_positives': 0.12, 'result_false_negatives': 0.04, 'result_auc': 0.6422764227642276}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 6, 'result_error_in_all': 0.9877926738521111, 'result_error_out_all': 0.98994019699719, 'result_error_in_mask': 0.9795053790764217, 'result_error_out_mask': 0.9817099364556358, 'result_false_positives': 0.0, 'result_false_negatives': 0.08, 'result_auc': 0.9591836734693878}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 7, 'result_error_in_all': 0.9878258118843785, 'result_error_out_all': 0.9944446259040592, 'result_error_in_mask': 1.0106273332061642, 'result_error_out_mask': 1.034092475863854, 'result_false_positives': 0.06, 'result_false_negatives': 0.04, 'result_auc': 0.7272727272727273}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 8, 'result_error_in_all': 0.9964957690383747, 'result_error_out_all': 0.9961517622402459, 'result_error_in_mask': 0.9815682781660806, 'result_error_out_mask': 0.9865642080349685, 'result_false_positives': 0.0, 'result_false_negatives': 0.08, 'result_auc': 0.9591836734693878}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 9, 'result_error_in_all': 0.9766763011063591, 'result_error_out_all': 0.9914028952859627, 'result_error_in_mask': 0.9658730736089369, 'result_error_out_mask': 0.9956154316347248, 'result_false_positives': 0.02, 'result_false_negatives': 0.02, 'result_auc': 0.8888888888888888}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 1.2741445892647176, 'result_error_out_all': 1.4513387642531306, 'result_error_in_mask': 1.1541736197025567, 'result_error_out_mask': 1.235844638884618, 'result_false_positives': 0.24, 'result_false_negatives': 0.02, 'result_auc': 0.6102941176470588}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 1, 'result_error_in_all': 1.2742880368619156, 'result_error_out_all': 1.4884491050895818, 'result_error_in_mask': 1.1330293488812055, 'result_error_out_mask': 1.2078224562249404, 'result_false_positives': 0.22, 'result_false_negatives': 0.0, 'result_auc': 0.65625}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 2, 'result_error_in_all': 1.253193644649411, 'result_error_out_all': 1.401144310435362, 'result_error_in_mask': 0.9751754021726956, 'result_error_out_mask': 0.9864329386659144, 'result_false_positives': 0.04, 'result_false_negatives': 0.02, 'result_auc': 0.8219696969696969}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 3, 'result_error_in_all': 1.2869590090401513, 'result_error_out_all': 1.5760079234796063, 'result_error_in_mask': 1.2615789210459587, 'result_error_out_mask': 1.554252817260456, 'result_false_positives': 0.34, 'result_false_negatives': 0.0, 'result_auc': 0.6136363636363636}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 4, 'result_error_in_all': 1.3161675394237455, 'result_error_out_all': 1.5126018584070058, 'result_error_in_mask': 1.2501019204595183, 'result_error_out_mask': 1.5011371308391261, 'result_false_positives': 0.34, 'result_false_negatives': 0.02, 'result_auc': 0.5779967159277505}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 5, 'result_error_in_all': 1.2499848668020004, 'result_error_out_all': 1.4384117330725978, 'result_error_in_mask': 1.1472324097308049, 'result_error_out_mask': 1.310529656194891, 'result_false_positives': 0.26, 'result_false_negatives': 0.02, 'result_auc': 0.6024955436720143}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 6, 'result_error_in_all': 1.2924466752136796, 'result_error_out_all': 1.440135674007458, 'result_error_in_mask': 1.024699115925835, 'result_error_out_mask': 1.084929368631447, 'result_false_positives': 0.08, 'result_false_negatives': 0.0, 'result_auc': 0.7777777777777778}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 7, 'result_error_in_all': 1.2774991734764454, 'result_error_out_all': 1.4212677477149445, 'result_error_in_mask': 1.2547223397629441, 'result_error_out_mask': 1.4788774699998406, 'result_false_positives': 0.32, 'result_false_negatives': 0.0, 'result_auc': 0.6190476190476191}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 8, 'result_error_in_all': 1.2623582317929174, 'result_error_out_all': 1.5036796383741966, 'result_error_in_mask': 1.0090789418306974, 'result_error_out_mask': 1.0415796262959112, 'result_false_positives': 0.08, 'result_false_negatives': 0.0, 'result_auc': 0.7777777777777778}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 9, 'result_error_in_all': 1.204074476820193, 'result_error_out_all': 1.393096586591326, 'result_error_in_mask': 1.0339279164728556, 'result_error_out_mask': 1.1125901636257174, 'result_false_positives': 0.16, 'result_false_negatives': 0.02, 'result_auc': 0.6535087719298246}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 0.9881707058567163, 'result_error_out_all': 0.9899425351244342, 'result_error_in_mask': 1.1701109679244346, 'result_error_out_mask': 1.2600258307868126, 'result_false_positives': 0.26, 'result_false_negatives': 0.0, 'result_auc': 0.6388888888888888}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 1, 'result_error_in_all': 0.9838980415046967, 'result_error_out_all': 0.9924085718304125, 'result_error_in_mask': 0.9825033634200481, 'result_error_out_mask': 0.9826283947410723, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_auc': 0.9787234042553192}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 2, 'result_error_in_all': 0.9793990960587322, 'result_error_out_all': 0.9910716072689091, 'result_error_in_mask': 0.9775110147660497, 'result_error_out_mask': 0.9859330292343743, 'result_false_positives': 0.02, 'result_false_negatives': 0.02, 'result_auc': 0.8888888888888888}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 3, 'result_error_in_all': 0.9819736341585475, 'result_error_out_all': 0.9938303598218485, 'result_error_in_mask': 0.9923563149225467, 'result_error_out_mask': 1.0199822045927185, 'result_false_positives': 0.04, 'result_false_negatives': 0.0, 'result_auc': 0.8571428571428572}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 4, 'result_error_in_all': 0.9839222630499749, 'result_error_out_all': 0.9896448202748841, 'result_error_in_mask': 0.9716025258957484, 'result_error_out_mask': 0.9704412185047187, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_auc': 0.96875}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 5, 'result_error_in_all': 0.9854544838720358, 'result_error_out_all': 0.990178383307035, 'result_error_in_mask': 1.042154147298882, 'result_error_out_mask': 1.0555076340945035, 'result_false_positives': 0.16, 'result_false_negatives': 0.02, 'result_auc': 0.6535087719298246}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 6, 'result_error_in_all': 0.9747153681590115, 'result_error_out_all': 0.9724435940490029, 'result_error_in_mask': 0.9429678886852634, 'result_error_out_mask': 0.941121398039364, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_auc': 0.9891304347826088}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 7, 'result_error_in_all': 0.9848511227763237, 'result_error_out_all': 0.9895225552715815, 'result_error_in_mask': 1.089346922459864, 'result_error_out_mask': 1.127869358675552, 'result_false_positives': 0.18, 'result_false_negatives': 0.02, 'result_auc': 0.6403326403326404}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 8, 'result_error_in_all': 0.9847299584617658, 'result_error_out_all': 0.9896068904438791, 'result_error_in_mask': 0.9998639898285594, 'result_error_out_mask': 1.0150073931033008, 'result_false_positives': 0.04, 'result_false_negatives': 0.04, 'result_auc': 0.7777777777777778}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 1.0, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 9, 'result_error_in_all': 0.9666597025425382, 'result_error_out_all': 0.9865502552542537, 'result_error_in_mask': 0.9719063510926492, 'result_error_out_mask': 1.0005403271963347, 'result_false_positives': 0.04, 'result_false_negatives': 0.0, 'result_auc': 0.8571428571428572}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 1.0039921822545985, 'result_error_out_all': 1.0018327279375199, 'result_error_in_mask': 1.341236732475149, 'result_error_out_mask': 1.5753130413313319, 'result_false_positives': 0.34, 'result_false_negatives': 0.1, 'result_auc': 0.5243506493506493}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 1.9406580105064122, 'result_error_out_all': 2000.667369654978, 'result_error_in_mask': 1.0571869304888513, 'result_error_out_mask': 1.070505258151872, 'result_false_positives': 0.08, 'result_false_negatives': 0.18, 'result_auc': 0.5}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 1.0005303628599964, 'result_error_out_all': 1.0001947600257195, 'result_error_in_mask': 1.1121303561223692, 'result_error_out_mask': 1.1163394490108984, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 1.0306659821283888, 'result_error_out_all': 1.0089998109320744, 'result_error_in_mask': 1.0764479471078015, 'result_error_out_mask': 1.0694637235658095, 'result_false_positives': 0.06, 'result_false_negatives': 0.18, 'result_auc': 0.5271739130434784}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 1.3626963879126812, 'result_error_out_all': 1.556969877206612, 'result_error_in_mask': 1.2701907989527383, 'result_error_out_mask': 1.4220731724069842, 'result_false_positives': 0.28, 'result_false_negatives': 0.14, 'result_auc': 0.482174688057041}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 1.0044569556684735, 'result_error_out_all': 1.0013048408196936, 'result_error_in_mask': 1.3046078754849182, 'result_error_out_mask': 1.4184859966385701, 'result_false_positives': 0.32, 'result_false_negatives': 0.12, 'result_auc': 0.5}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 1.0050020799967692, 'result_error_out_all': 1.0022964629490296, 'result_error_in_mask': 1.3863783205835205, 'result_error_out_mask': 1.802213134259951, 'result_false_positives': 0.48, 'result_false_negatives': 0.04, 'result_auc': 0.5120772946859904}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 1.9429345333991968, 'result_error_out_all': 2003.2470402809522, 'result_error_in_mask': 1.056892112573009, 'result_error_out_mask': 1.0718887879440562, 'result_false_positives': 0.08, 'result_false_negatives': 0.08, 'result_auc': 0.5555555555555555}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9999940201194896, 'result_error_out_all': 0.9999956085602077, 'result_error_in_mask': 1.0399493807634406, 'result_error_out_mask': 1.0352593169332551, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 1.0310770985743842, 'result_error_out_all': 1.0091019110943376, 'result_error_in_mask': 1.0773998848846256, 'result_error_out_mask': 1.0706818595284788, 'result_false_positives': 0.08, 'result_false_negatives': 0.1, 'result_auc': 0.44565217391304346}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 1.3641387011612007, 'result_error_out_all': 1.5597194561977783, 'result_error_in_mask': 1.2450096466733223, 'result_error_out_mask': 1.3626263572411739, 'result_false_positives': 0.32, 'result_false_negatives': 0.1, 'result_auc': 0.4264705882352941}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 1.004576689126167, 'result_error_out_all': 1.0014806575493664, 'result_error_in_mask': 1.305662179635779, 'result_error_out_mask': 1.4199016611523811, 'result_false_positives': 0.38, 'result_false_negatives': 0.08, 'result_auc': 0.45833333333333337}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.992676304280791, 'result_error_out_all': 0.9962720444631327, 'result_error_in_mask': 1.1001805651078855, 'result_error_out_mask': 1.131474425614936, 'result_false_positives': 0.06, 'result_false_negatives': 0.1, 'result_auc': 0.7529761904761905}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 1, 'result_error_in_all': 0.9950967648442524, 'result_error_out_all': 0.9964728057626626, 'result_error_in_mask': 1.3618299248757488, 'result_error_out_mask': 1.940941300624681, 'result_false_positives': 0.38, 'result_false_negatives': 0.04, 'result_auc': 0.604669887278583}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 0, 'result_error_in_all': 0.9932314703990369, 'result_error_out_all': 0.9961787123966906, 'result_error_in_mask': 1.0141467520059149, 'result_error_out_mask': 1.017761693491522, 'result_false_positives': 0.0, 'result_false_negatives': 0.14, 'result_auc': 0.925531914893617}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 1.8469193218660978, 'result_error_out_all': 1915.6972032617175, 'result_error_in_mask': 1.0451033081821997, 'result_error_out_mask': 1.0662557507566994, 'result_false_positives': 0.08, 'result_false_negatives': 0.18, 'result_auc': 0.5}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 1, 'result_error_in_all': 1.9364743715920751, 'result_error_out_all': 146.47725045798327, 'result_error_in_mask': 1.146020247844459, 'result_error_out_mask': 1.214251947058975, 'result_false_positives': 0.18, 'result_false_negatives': 0.12, 'result_auc': 0.5727650727650727}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9816717492650234, 'result_error_out_all': 0.9859011511172284, 'result_error_in_mask': 1.0584116480266588, 'result_error_out_mask': 1.0689274952935865, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 1, 'result_error_in_all': 0.9849048659619648, 'result_error_out_all': 0.9905040891018363, 'result_error_in_mask': 1.0553043988463375, 'result_error_out_mask': 1.0884493246884892, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 1.0185099542722966, 'result_error_out_all': 1.004742892174844, 'result_error_in_mask': 1.1007569573202682, 'result_error_out_mask': 1.1303352140549743, 'result_false_positives': 0.1, 'result_false_negatives': 0.12, 'result_auc': 0.6490514905149051}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 1, 'result_error_in_all': 1.025060168936534, 'result_error_out_all': 1.0023885152713492, 'result_error_in_mask': 1.089672407622161, 'result_error_out_mask': 1.0911197302365323, 'result_false_positives': 0.14, 'result_false_negatives': 0.16, 'result_auc': 0.5135501355013551}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 0, 'result_error_in_all': 1.2982392080817886, 'result_error_out_all': 1.4952559831164005, 'result_error_in_mask': 1.2394047322523436, 'result_error_out_mask': 1.3915956714730606, 'result_false_positives': 0.24, 'result_false_negatives': 0.08, 'result_auc': 0.6041666666666666}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 1, 'result_error_in_all': 1.3318420139247256, 'result_error_out_all': 1.5048224214604664, 'result_error_in_mask': 1.307937504929309, 'result_error_out_mask': 1.535423865846276, 'result_false_positives': 0.34, 'result_false_negatives': 0.08, 'result_auc': 0.5563607085346216}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 0.9920051087252176, 'result_error_out_all': 0.9954671576913199, 'result_error_in_mask': 1.0861634621451837, 'result_error_out_mask': 1.11518677857642, 'result_false_positives': 0.06, 'result_false_negatives': 0.12, 'result_auc': 0.7159468438538206}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 1, 'result_error_in_all': 0.9953099018657756, 'result_error_out_all': 0.9966573423733078, 'result_error_in_mask': 1.0942291381554348, 'result_error_out_mask': 1.107558422728651, 'result_false_positives': 0.12, 'result_false_negatives': 0.14, 'result_auc': 0.58130081300813}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 1.0034505265801563, 'result_error_out_all': 1.0035951498349618, 'result_error_in_mask': 1.130780332268674, 'result_error_out_mask': 1.170174921661238, 'result_false_positives': 0.14, 'result_false_negatives': 0.04, 'result_auc': 0.6249999999999999}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 1.8969843571925042, 'result_error_out_all': 1966.1146806139827, 'result_error_in_mask': 1.045581395550266, 'result_error_out_mask': 1.068270971803396, 'result_false_positives': 0.08, 'result_false_negatives': 0.08, 'result_auc': 0.5555555555555555}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 0.5, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9893506329640948, 'result_error_out_all': 0.9922349994345584, 'result_error_in_mask': 1.015354698610914, 'result_error_out_mask': 1.0160696610735582, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
