{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 0, 'result_error_in_all': 0.9999981881066288, 'result_error_out_all': 0.9999996092063496, 'result_error_in_mask': 1.0002483436100138, 'result_error_out_mask': 1.0001844524323475, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6577777777777778}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Ridge', 'seed': 9, 'result_error_in_all': 0.9999823815081822, 'result_error_out_all': 0.9999983119013377, 'result_error_in_mask': 1.0027419022374398, 'result_error_out_mask': 1.002662145202209, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.39111111111111113}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 0, 'result_error_in_all': 0.9999935030276863, 'result_error_out_all': 0.9999947224706283, 'result_error_in_mask': 1.0037993649066514, 'result_error_out_mask': 1.0015457093852014, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.49333333333333335}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 1, 'result_error_in_all': 0.9999967197325196, 'result_error_out_all': 0.9999967969760212, 'result_error_in_mask': 0.9999714011424709, 'result_error_out_mask': 1.0000849483914755, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 2, 'result_error_in_all': 1.0038866438471252, 'result_error_out_all': 1.002634472407685, 'result_error_in_mask': 1.01205517728242, 'result_error_out_mask': 1.0103567731653045, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.45777777777777784}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 3, 'result_error_in_all': 1.003535753842672, 'result_error_out_all': 1.0013841315494678, 'result_error_in_mask': 1.0020933979352358, 'result_error_out_mask': 1.0019873371554284, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.35555555555555557}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 4, 'result_error_in_all': 1.0002502826253252, 'result_error_out_all': 1.0000751738793223, 'result_error_in_mask': 1.0073537025526322, 'result_error_out_mask': 1.004516595292682, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.3955555555555556}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 5, 'result_error_in_all': 0.9999950251288428, 'result_error_out_all': 1.0000022579072532, 'result_error_in_mask': 1.0031811219635758, 'result_error_out_mask': 1.001608066739744, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.47111111111111115}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 6, 'result_error_in_all': 1.004289871249233, 'result_error_out_all': 1.0010742057037418, 'result_error_in_mask': 1.003008555635289, 'result_error_out_mask': 1.0007045485952255, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.45777777777777784}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 7, 'result_error_in_all': 0.9999984049945213, 'result_error_out_all': 1.000000469397933, 'result_error_in_mask': 1.0006242661901887, 'result_error_out_mask': 1.000765146565948, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.3022222222222222}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 8, 'result_error_in_all': 1.0000036328787656, 'result_error_out_all': 1.0000010578905658, 'result_error_in_mask': 1.0009196663666118, 'result_error_out_mask': 1.0014519352414797, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5422222222222222}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.1, 'nc': 5, 'nonlinear': 0, 'n_seeds': 10, 'model': 'RRR', 'seed': 9, 'result_error_in_all': 0.9999999128464313, 'result_error_out_all': 0.9999941166993983, 'result_error_in_mask': 0.9999388317866762, 'result_error_out_mask': 0.9999755483871969, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.4177777777777778}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 0, 'result_error_in_all': 0.9975608561843345, 'result_error_out_all': 0.9981138101347674, 'result_error_in_mask': 0.9951594079008302, 'result_error_out_mask': 0.993584067231864, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.765}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 1, 'result_error_in_all': 0.9971918387677255, 'result_error_out_all': 0.9984214735129904, 'result_error_in_mask': 0.9923801102931197, 'result_error_out_mask': 0.9953548180170948, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6475}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 2, 'result_error_in_all': 1.0048781908266162, 'result_error_out_all': 1.0048521315205585, 'result_error_in_mask': 1.042819503124949, 'result_error_out_mask': 1.0445243442962269, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.7}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 3, 'result_error_in_all': 1.0009140200698892, 'result_error_out_all': 0.9994126984474727, 'result_error_in_mask': 0.9980236462129073, 'result_error_out_mask': 0.9994465640588629, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5825}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 4, 'result_error_in_all': 1.0011031504655905, 'result_error_out_all': 0.9995983962018248, 'result_error_in_mask': 0.9973830697484332, 'result_error_out_mask': 0.9955630153933164, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.725}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 5, 'result_error_in_all': 0.9972973840380168, 'result_error_out_all': 0.9984007552510639, 'result_error_in_mask': 0.9953403428532911, 'result_error_out_mask': 0.9991774026846478, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6825}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 6, 'result_error_in_all': 0.9935214687973364, 'result_error_out_all': 0.9940073502204547, 'result_error_in_mask': 0.9876518280252844, 'result_error_out_mask': 0.9910525657350583, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9624999999999999}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 7, 'result_error_in_all': 0.9970434413994806, 'result_error_out_all': 0.9981012048828358, 'result_error_in_mask': 0.9929089752478523, 'result_error_out_mask': 0.9943988313538212, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.7225}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 8, 'result_error_in_all': 0.9975374939307965, 'result_error_out_all': 0.9985363833463957, 'result_error_in_mask': 0.9945645103602649, 'result_error_out_mask': 0.9970625971252098, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.645}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'CCA', 'seed': 9, 'result_error_in_all': 0.9987253751647768, 'result_error_out_all': 0.9990186154023294, 'result_error_in_mask': 0.9942731629505701, 'result_error_out_mask': 0.9977013592731986, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6675}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.9946375802644697, 'result_error_out_all': 0.99449504260865, 'result_error_in_mask': 0.9933365658364907, 'result_error_out_mask': 0.992658146715152, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.8875}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 1, 'result_error_in_all': 0.9983940062369675, 'result_error_out_all': 0.9991055975478458, 'result_error_in_mask': 0.9932853159424574, 'result_error_out_mask': 0.9959030108029253, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.7224999999999999}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 2, 'result_error_in_all': 1.0033458009915694, 'result_error_out_all': 1.0049029838446735, 'result_error_in_mask': 0.9952868639493775, 'result_error_out_mask': 0.9988676911938761, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6799999999999999}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 3, 'result_error_in_all': 0.9953196494083, 'result_error_out_all': 0.9976530496031503, 'result_error_in_mask': 0.9964331234079356, 'result_error_out_mask': 0.9988773997415693, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6475}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 4, 'result_error_in_all': 1.0061537617608334, 'result_error_out_all': 1.0035319609785867, 'result_error_in_mask': 0.9936811999300652, 'result_error_out_mask': 0.9937938122557295, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.7525}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 5, 'result_error_in_all': 0.9915658056995886, 'result_error_out_all': 0.9953705108398673, 'result_error_in_mask': 0.9944674262531581, 'result_error_out_mask': 0.9961584963077945, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.725}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 6, 'result_error_in_all': 0.9857188453893352, 'result_error_out_all': 0.9881751341673264, 'result_error_in_mask': 0.987159434586977, 'result_error_out_mask': 0.9887697879882373, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.9425}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 7, 'result_error_in_all': 0.994649968550591, 'result_error_out_all': 0.9965826632968254, 'result_error_in_mask': 0.9913692868149977, 'result_error_out_mask': 0.9928222906777681, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.7150000000000001}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 8, 'result_error_in_all': 0.9951201054422696, 'result_error_out_all': 0.9979946454991097, 'result_error_in_mask': 0.9941226845680925, 'result_error_out_mask': 0.9980236095233831, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.7050000000000001}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 9, 'result_error_in_all': 0.9960215548929352, 'result_error_out_all': 0.9987041416813541, 'result_error_in_mask': 0.9872416879305813, 'result_error_out_mask': 0.9936193220074059, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.8699999999999999}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 0, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9983769053985756, 'result_error_out_mask': 0.9987625590898103, 'result_false_positives': 0.0, 'result_false_negatives': 0.2, 'result_auc': 0.5}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 1, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9981505602730029, 'result_error_out_mask': 0.9989954167232039, 'result_false_positives': 0.0, 'result_false_negatives': 0.2, 'result_auc': 0.5}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 2, 'result_error_in_all': 1.000985590223956, 'result_error_out_all': 1.0031768081336576, 'result_error_in_mask': 1.0171599242104783, 'result_error_out_mask': 1.0187365869210887, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_auc': 0.6950000000000001}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 3, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9982833190178423, 'result_error_out_mask': 0.9992607583607346, 'result_false_positives': 0.0, 'result_false_negatives': 0.2, 'result_auc': 0.5}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 4, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9970845889633242, 'result_error_out_mask': 0.9963894902488066, 'result_false_positives': 0.0, 'result_false_negatives': 0.2, 'result_auc': 0.5}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 5, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.997352982467169, 'result_error_out_mask': 0.9995045346610164, 'result_false_positives': 0.0, 'result_false_negatives': 0.18, 'result_auc': 0.55}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 6, 'result_error_in_all': 0.9840430559302993, 'result_error_out_all': 0.9871485675642051, 'result_error_in_mask': 0.9939978633777561, 'result_error_out_mask': 0.9984881600592347, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_auc': 0.895}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 7, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9945418482661442, 'result_error_out_mask': 1.000480960036502, 'result_false_positives': 0.0, 'result_false_negatives': 0.18, 'result_auc': 0.55}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 8, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 1.009275501581607, 'result_error_out_mask': 1.0148976820217535, 'result_false_positives': 0.0, 'result_false_negatives': 0.2, 'result_auc': 0.4875}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Lasso', 'seed': 9, 'result_error_in_all': 1.0, 'result_error_out_all': 1.0, 'result_error_in_mask': 0.9973259494045386, 'result_error_out_mask': 0.9989747857058814, 'result_false_positives': 0.0, 'result_false_negatives': 0.2, 'result_auc': 0.5}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 0, 'result_error_in_all': 1.958861511743379, 'result_error_out_all': 875.897799218132, 'result_error_in_mask': 0.9997460889071718, 'result_error_out_mask': 0.999772582290913, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.3575}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 1, 'result_error_in_all': 2.0285854878285208, 'result_error_out_all': 1142233.4530580412, 'result_error_in_mask': 0.998491130605243, 'result_error_out_mask': 0.9990918411672529, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.4675}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 2, 'result_error_in_all': 1.8954929252965513, 'result_error_out_all': 310.71615132632394, 'result_error_in_mask': 0.999694383494654, 'result_error_out_mask': 1.001347150428233, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.3675}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 3, 'result_error_in_all': 1.995753678190042, 'result_error_out_all': 53.44214253193156, 'result_error_in_mask': 0.9998848692972037, 'result_error_out_mask': 1.0010474950166044, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.4275}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 4, 'result_error_in_all': 2.046462793550394, 'result_error_out_all': 423.1262457577706, 'result_error_in_mask': 0.9988040843898255, 'result_error_out_mask': 1.0009098604505016, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.355}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 5, 'result_error_in_all': 1.8629208884141948, 'result_error_out_all': 76.11886099093327, 'result_error_in_mask': 0.9969667994874425, 'result_error_out_mask': 0.9979275985516283, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5775}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 6, 'result_error_in_all': 2.0545487753591294, 'result_error_out_all': 1240.4634799960681, 'result_error_in_mask': 0.9974314914865686, 'result_error_out_mask': 1.0017023335839437, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.265}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 7, 'result_error_in_all': 1.8762314179031991, 'result_error_out_all': 240.30640585144909, 'result_error_in_mask': 1.0006792141483525, 'result_error_out_mask': 1.0014519084394649, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.47250000000000003}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 8, 'result_error_in_all': 1.9786350878347947, 'result_error_out_all': 119.37333869700095, 'result_error_in_mask': 0.9997442506539691, 'result_error_out_mask': 0.9999194885705116, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.3825}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'OLS', 'seed': 9, 'result_error_in_all': 1.947881059551413, 'result_error_out_all': 7059.662165082478, 'result_error_in_mask': 0.995978649903587, 'result_error_out_mask': 1.0010745543897905, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.44499999999999995}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 0, 'result_error_in_all': 0.9907121115975116, 'result_error_out_all': 0.989426597552905, 'result_error_in_mask': 0.9907121115975116, 'result_error_out_mask': 0.989426597552905, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 1, 'result_error_in_all': 0.9908333518465527, 'result_error_out_all': 0.9913731492633128, 'result_error_in_mask': 0.9908333518465527, 'result_error_out_mask': 0.9913731492633128, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 2, 'result_error_in_all': 0.9880131984058911, 'result_error_out_all': 0.9919052868520247, 'result_error_in_mask': 0.9880131984058911, 'result_error_out_mask': 0.9919052868520247, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 3, 'result_error_in_all': 0.9902176155011457, 'result_error_out_all': 0.9916773648653773, 'result_error_in_mask': 0.9902176155011457, 'result_error_out_mask': 0.9916773648653773, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 4, 'result_error_in_all': 0.9891117760618278, 'result_error_out_all': 0.9891435379875712, 'result_error_in_mask': 0.9891117760618278, 'result_error_out_mask': 0.9891435379875712, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 5, 'result_error_in_all': 0.9894877194138775, 'result_error_out_all': 0.9897406703436102, 'result_error_in_mask': 0.9894877194138775, 'result_error_out_mask': 0.9897406703436102, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 6, 'result_error_in_all': 0.9829000735070508, 'result_error_out_all': 0.9859209045344671, 'result_error_in_mask': 0.9829000735070508, 'result_error_out_mask': 0.9859209045344671, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 7, 'result_error_in_all': 0.9871400061659757, 'result_error_out_all': 0.9888389259539317, 'result_error_in_mask': 0.9871400061659757, 'result_error_out_mask': 0.9888389259539317, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 8, 'result_error_in_all': 0.9901560228424564, 'result_error_out_all': 0.9900170831719641, 'result_error_in_mask': 0.9901560228424564, 'result_error_out_mask': 0.9900170831719641, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'Oracle', 'seed': 9, 'result_error_in_all': 0.9855406607091423, 'result_error_out_all': 0.9899757301912104, 'result_error_in_mask': 0.9855406607091423, 'result_error_out_mask': 0.9899757301912104, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 0, 'result_error_in_all': 1.0199366369351013, 'result_error_out_all': 1.0052626638843882, 'result_error_in_mask': 0.996403910131011, 'result_error_out_mask': 0.9960113951351043, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.6499999999999999}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 1, 'result_error_in_all': 1.0170490585781167, 'result_error_out_all': 1.0094365252503175, 'result_error_in_mask': 0.9970032128154931, 'result_error_out_mask': 0.998279720063482, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.5375}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 100, 'snr': 0.5, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'PLS', 'seed': 2, 'result_error_in_all': 1.0413823210474562, 'result_error_out_all': 1.0194243571227333, 'result_error_in_mask': 0.9986216520873931, 'result_error_out_mask': 0.9996691706805991, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_auc': 0.4699999999999999}
