{'n_samples': 1000, 'dim_x': 100, 'dim_y': 100, 'snr': 0.1, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRR', 'seed': 0, 'result_error_in_all': 0.999998605236062, 'result_error_out_all': 0.9999991222739826, 'result_error_in_mask': 1.0007613445570012, 'result_error_out_mask': 1.0005456669885764, 'result_false_positives': 0.47, 'result_false_negatives': 0.05, 'result_response_active': 1.0587917858095555e-07, 'result_response_inactive': -6.67147963054313e-08, 'result_auc': 0.5211111111111111}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ols_loo', 'seed': 5, 'result_error_in_all': 0.9358551548237956, 'result_error_out_all': 1.0313904354505758, 'result_error_in_mask': 0.9259744947246471, 'result_error_out_mask': 0.9664056013053564, 'result_false_positives': 0.76, 'result_false_negatives': 0.0, 'result_response_active': 0.8915087702365874, 'result_response_inactive': -0.1855477814881905, 'result_auc': 0.7649999999999999}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ols_loo', 'seed': 6, 'result_error_in_all': 0.9554318028743667, 'result_error_out_all': 0.9889607274069718, 'result_error_in_mask': 0.9874856963101339, 'result_error_out_mask': 1.012017589067185, 'result_false_positives': 0.04, 'result_false_negatives': 0.18, 'result_response_active': -0.6154444181474656, 'result_response_inactive': 0.6258558516386997, 'result_auc': 0.62}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ols_loo', 'seed': 7, 'result_error_in_all': 0.9194103772173432, 'result_error_out_all': 0.9567850275700582, 'result_error_in_mask': 0.8719319950631043, 'result_error_out_mask': 0.894617092999462, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.7285105489584444, 'result_response_inactive': -0.005586353981604649, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ols_loo', 'seed': 8, 'result_error_in_all': 0.9393735482389892, 'result_error_out_all': 0.9477847943507528, 'result_error_in_mask': 0.9485643430252442, 'result_error_out_mask': 0.953386625554718, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 0.7035841065889444, 'result_response_inactive': 0.0059552988134758955, 'result_auc': 0.9575}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ols_loo', 'seed': 9, 'result_error_in_all': 0.913585607176747, 'result_error_out_all': 0.9337707958401867, 'result_error_in_mask': 0.9201979398269136, 'result_error_out_mask': 0.9435224479562726, 'result_false_positives': 0.02, 'result_false_negatives': 0.06, 'result_response_active': 0.6241735408114018, 'result_response_inactive': 0.0039016944563030178, 'result_auc': 0.81}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 0, 'result_error_in_all': 0.9158494927840627, 'result_error_out_all': 0.9392265369868782, 'result_error_in_mask': 0.9571592685390323, 'result_error_out_mask': 0.9771546196909914, 'result_false_positives': 0.0, 'result_false_negatives': 0.14, 'result_response_active': 0.05735177557110031, 'result_response_inactive': 0.004551854637808659, 'result_auc': 0.97}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 1, 'result_error_in_all': 0.9158501718375999, 'result_error_out_all': 0.9411463380495929, 'result_error_in_mask': 0.9052346386852151, 'result_error_out_mask': 0.9376170316716037, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.06363615070918742, 'result_response_inactive': 0.0020489590222526424, 'result_auc': 0.9974999999999999}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 2, 'result_error_in_all': 0.9225035327465158, 'result_error_out_all': 0.9153857202061927, 'result_error_in_mask': 0.9065050478678156, 'result_error_out_mask': 0.9082764184208723, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.03463949073550486, 'result_response_inactive': 0.002824169193401399, 'result_auc': 0.995}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 3, 'result_error_in_all': 0.9181869888407501, 'result_error_out_all': 0.9235852496405111, 'result_error_in_mask': 0.9535183092117551, 'result_error_out_mask': 0.9659426897337067, 'result_false_positives': 0.0, 'result_false_negatives': 0.12, 'result_response_active': 0.08781082438215214, 'result_response_inactive': 0.005878592108442821, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 4, 'result_error_in_all': 0.9147168190378547, 'result_error_out_all': 0.9303890318949887, 'result_error_in_mask': 0.9084249808496233, 'result_error_out_mask': 0.9248795590329904, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.0568881454727029, 'result_response_inactive': 0.0011999689293312132, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 5, 'result_error_in_all': 0.8664476005525348, 'result_error_out_all': 0.9057825221607391, 'result_error_in_mask': 0.8860511717470337, 'result_error_out_mask': 0.9200360339211346, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 0.093587203949409, 'result_response_inactive': 0.004063885940194983, 'result_auc': 0.995}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 6, 'result_error_in_all': 0.925943033504387, 'result_error_out_all': 0.9129994614570545, 'result_error_in_mask': 0.9319598175952849, 'result_error_out_mask': 0.9185860006906429, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 0.07149025459720684, 'result_response_inactive': -6.787061186470864e-05, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 7, 'result_error_in_all': 0.8954472524772341, 'result_error_out_all': 0.9225276126175683, 'result_error_in_mask': 0.8975295721008544, 'result_error_out_mask': 0.9220949182401321, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 0.05264871230354666, 'result_response_inactive': 0.0007507688737140615, 'result_auc': 0.995}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 8, 'result_error_in_all': 0.9417451460006526, 'result_error_out_all': 0.9413096526063448, 'result_error_in_mask': 0.950411408440014, 'result_error_out_mask': 0.9504015159340921, 'result_false_positives': 0.0, 'result_false_negatives': 0.1, 'result_response_active': 0.04760521197998366, 'result_response_inactive': 0.004180973386036822, 'result_auc': 0.96}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_bag', 'seed': 9, 'result_error_in_all': 0.901869483367156, 'result_error_out_all': 0.9187514521990758, 'result_error_in_mask': 0.8979138725721288, 'result_error_out_mask': 0.9193157018574115, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.08486035448964838, 'result_response_inactive': 0.00506916615438684, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_loo', 'seed': 0, 'result_error_in_all': 0.8975728762654762, 'result_error_out_all': 0.9168399532504434, 'result_error_in_mask': 0.884692896739256, 'result_error_out_mask': 0.9051952077472812, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5205865513269945, 'result_response_inactive': 0.008650122628699358, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_loo', 'seed': 1, 'result_error_in_all': 0.9001360705195388, 'result_error_out_all': 0.936798918236665, 'result_error_in_mask': 0.892961870915095, 'result_error_out_mask': 0.9236443698966477, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4460076552519848, 'result_response_inactive': 0.015542067654195479, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_loo', 'seed': 2, 'result_error_in_all': 0.9045229358870673, 'result_error_out_all': 0.897784978336277, 'result_error_in_mask': 0.8948981557024293, 'result_error_out_mask': 0.8881311352199717, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4011880145365171, 'result_response_inactive': 0.01482737846366615, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_loo', 'seed': 3, 'result_error_in_all': 0.9113435391217705, 'result_error_out_all': 0.9131790849430567, 'result_error_in_mask': 0.902882505721254, 'result_error_out_mask': 0.9015170252423578, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4049245535718728, 'result_response_inactive': 0.01680774528622071, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_loo', 'seed': 4, 'result_error_in_all': 0.9124183619231285, 'result_error_out_all': 0.9237721727873026, 'result_error_in_mask': 0.9033048177942422, 'result_error_out_mask': 0.9126910505836139, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.6366157122349638, 'result_response_inactive': 0.008852896208737299, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_loo', 'seed': 5, 'result_error_in_all': 0.871703847600791, 'result_error_out_all': 0.9074753447326803, 'result_error_in_mask': 0.8594485510465983, 'result_error_out_mask': 0.8941338228703943, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4717175315598639, 'result_response_inactive': 0.020316164893678046, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_loo', 'seed': 6, 'result_error_in_all': 0.9234263381155369, 'result_error_out_all': 0.9082098509946904, 'result_error_in_mask': 0.9153624583587846, 'result_error_out_mask': 0.8960139444687224, 'result_false_positives': 0.02, 'result_false_negatives': 0.0, 'result_response_active': 0.4270763192769147, 'result_response_inactive': 0.016414349397723547, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_loo', 'seed': 7, 'result_error_in_all': 0.8873497861951111, 'result_error_out_all': 0.9156717895873848, 'result_error_in_mask': 0.8719319950631043, 'result_error_out_mask': 0.894617092999462, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.5193314100347307, 'result_response_inactive': 0.01066035576878869, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_loo', 'seed': 8, 'result_error_in_all': 0.9362108663849259, 'result_error_out_all': 0.9336460125582866, 'result_error_in_mask': 0.918400504315945, 'result_error_out_mask': 0.9178339268016886, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.4550667389271695, 'result_response_inactive': 0.011185370869972422, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankcv_loo', 'seed': 9, 'result_error_in_all': 0.9035165607124169, 'result_error_out_all': 0.9144347594927348, 'result_error_in_mask': 0.8912455950342535, 'result_error_out_mask': 0.90768531998959, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.48681086541110474, 'result_response_inactive': 0.023721905427301616, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 0, 'result_error_in_all': 0.9058891398808786, 'result_error_out_all': 0.9290904165656667, 'result_error_in_mask': 0.9047830306871845, 'result_error_out_mask': 0.9287369271833836, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.09770615545425192, 'result_response_inactive': 0.0074215574918482545, 'result_auc': 0.99}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 1, 'result_error_in_all': 0.8982536013042344, 'result_error_out_all': 0.9287633711214118, 'result_error_in_mask': 0.892961870915095, 'result_error_out_mask': 0.9236443698966477, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.10511973528648937, 'result_response_inactive': 0.003622462424011904, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 2, 'result_error_in_all': 0.9180585395765491, 'result_error_out_all': 0.9129084691160417, 'result_error_in_mask': 0.8987415933916827, 'result_error_out_mask': 0.8985958816919304, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.1291678914289181, 'result_response_inactive': 0.00650818919506146, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 3, 'result_error_in_all': 0.9168658794669484, 'result_error_out_all': 0.9140763286218913, 'result_error_in_mask': 0.910425453672413, 'result_error_out_mask': 0.9112085182666935, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.12876156419823276, 'result_response_inactive': 0.006097094234012541, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 4, 'result_error_in_all': 0.9303886637618609, 'result_error_out_all': 0.9451767713106541, 'result_error_in_mask': 0.9244751951981025, 'result_error_out_mask': 0.9501068101230234, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 0.1398482050005992, 'result_response_inactive': 0.0005719217677421759, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 5, 'result_error_in_all': 0.8699283507931054, 'result_error_out_all': 0.9079455058289403, 'result_error_in_mask': 0.8672559862810575, 'result_error_out_mask': 0.9096741339471349, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.15303896758537086, 'result_response_inactive': 0.0055742301108704225, 'result_auc': 0.9974999999999999}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 6, 'result_error_in_all': 0.9268277460115593, 'result_error_out_all': 0.9128826639991043, 'result_error_in_mask': 0.9296831837805246, 'result_error_out_mask': 0.9186875860712876, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 0.12514179218172508, 'result_response_inactive': 0.00506199695550195, 'result_auc': 0.9800000000000001}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 7, 'result_error_in_all': 0.8814356135367472, 'result_error_out_all': 0.9038113357069611, 'result_error_in_mask': 0.8719319950631043, 'result_error_out_mask': 0.894617092999462, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.11278803479226948, 'result_response_inactive': 0.0071917159074633644, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 8, 'result_error_in_all': 0.9338609858450052, 'result_error_out_all': 0.9289582416775608, 'result_error_in_mask': 0.9407428086662868, 'result_error_out_mask': 0.9393775153994597, 'result_false_positives': 0.0, 'result_false_negatives': 0.08, 'result_response_active': 0.10211428176346873, 'result_response_inactive': 0.004546360229412424, 'result_auc': 0.9974999999999999}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_bag', 'seed': 9, 'result_error_in_all': 0.9081010108233415, 'result_error_out_all': 0.917468773022809, 'result_error_in_mask': 0.8912455950342535, 'result_error_out_mask': 0.90768531998959, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.14347196755019967, 'result_response_inactive': 0.008298959368530229, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_loo', 'seed': 0, 'result_error_in_all': 0.9388234650881092, 'result_error_out_all': 0.9750920245715142, 'result_error_in_mask': 0.9476558356048335, 'result_error_out_mask': 0.9725638619854606, 'result_false_positives': 0.78, 'result_false_negatives': 0.0, 'result_response_active': -6.126780246527142, 'result_response_inactive': -8.002042556912446, 'result_auc': 0.34750000000000003}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_loo', 'seed': 1, 'result_error_in_all': 0.9355268891567631, 'result_error_out_all': 0.9658559473129754, 'result_error_in_mask': 0.9772927058656224, 'result_error_out_mask': 0.9849316770557112, 'result_false_positives': 0.0, 'result_false_negatives': 0.16, 'result_response_active': 0.14758497978596416, 'result_response_inactive': 0.14646143208516268, 'result_auc': 0.3275}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_loo', 'seed': 2, 'result_error_in_all': 0.9711767886760728, 'result_error_out_all': 0.9952024230163455, 'result_error_in_mask': 0.9826388909809375, 'result_error_out_mask': 1.0019054859425258, 'result_false_positives': 0.12, 'result_false_negatives': 0.14, 'result_response_active': -0.024497077627061846, 'result_response_inactive': -0.01945374700564235, 'result_auc': 0.5425}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_loo', 'seed': 3, 'result_error_in_all': 0.9505589170017523, 'result_error_out_all': 1.0108443382208483, 'result_error_in_mask': 0.9867630514814046, 'result_error_out_mask': 0.9985681734071569, 'result_false_positives': 0.0, 'result_false_negatives': 0.18, 'result_response_active': 24.509056206579228, 'result_response_inactive': -1.6282226928802639, 'result_auc': 0.47}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_loo', 'seed': 4, 'result_error_in_all': 0.9617573145034157, 'result_error_out_all': 0.9955970277844441, 'result_error_in_mask': 0.9714688521976165, 'result_error_out_mask': 0.9932307940868181, 'result_false_positives': 0.14, 'result_false_negatives': 0.1, 'result_response_active': 36.635372609387815, 'result_response_inactive': 0.9507777062677917, 'result_auc': 0.685}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_loo', 'seed': 5, 'result_error_in_all': 0.9322001348940689, 'result_error_out_all': 1.003156184758901, 'result_error_in_mask': 0.9951364912433198, 'result_error_out_mask': 1.0676937425425388, 'result_false_positives': 0.14, 'result_false_negatives': 0.16, 'result_response_active': -4.1899406269976724, 'result_response_inactive': 3.4076877196378965, 'result_auc': 0.3325}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_loo', 'seed': 6, 'result_error_in_all': 0.9555783229329488, 'result_error_out_all': 0.9773146786866711, 'result_error_in_mask': 0.9770006630875632, 'result_error_out_mask': 0.9899752675474798, 'result_false_positives': 0.04, 'result_false_negatives': 0.16, 'result_response_active': 7.652665572255931, 'result_response_inactive': -1.2313701147884035, 'result_auc': 0.53}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_loo', 'seed': 7, 'result_error_in_all': 0.8954530302982169, 'result_error_out_all': 0.9320926999477247, 'result_error_in_mask': 0.889760713757697, 'result_error_out_mask': 0.9233437971999665, 'result_false_positives': 0.02, 'result_false_negatives': 0.02, 'result_response_active': 0.8298276457113601, 'result_response_inactive': 0.007738240324440255, 'result_auc': 0.9774999999999999}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_loo', 'seed': 8, 'result_error_in_all': 0.9610705385686384, 'result_error_out_all': 0.9688715640454278, 'result_error_in_mask': 0.9694465392303312, 'result_error_out_mask': 0.9752275684711956, 'result_false_positives': 0.02, 'result_false_negatives': 0.12, 'result_response_active': 0.7833119929098092, 'result_response_inactive': 0.03516594298770814, 'result_auc': 0.7750000000000001}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_rankmle_loo', 'seed': 9, 'result_error_in_all': 0.9286622385882551, 'result_error_out_all': 0.9529809594955059, 'result_error_in_mask': 0.9657875677899104, 'result_error_out_mask': 0.9904884845569639, 'result_false_positives': 0.78, 'result_false_negatives': 0.1, 'result_response_active': -4.2392044711467625, 'result_response_inactive': 0.055579321437324004, 'result_auc': 0.225}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 0, 'result_error_in_all': 0.8965918446449619, 'result_error_out_all': 0.9164351429892836, 'result_error_in_mask': 0.9010406233125177, 'result_error_out_mask': 0.9275397450310892, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.12582631872454303, 'result_response_inactive': 0.0014393777540994833, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 1, 'result_error_in_all': 0.8989717258486719, 'result_error_out_all': 0.9288466104413252, 'result_error_in_mask': 0.892961870915095, 'result_error_out_mask': 0.9236443698966477, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.10235959358729467, 'result_response_inactive': 0.0023175182913787785, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 2, 'result_error_in_all': 0.9047204372678176, 'result_error_out_all': 0.9007150664059447, 'result_error_in_mask': 0.9141183451199515, 'result_error_out_mask': 0.923090453738821, 'result_false_positives': 0.0, 'result_false_negatives': 0.06, 'result_response_active': 0.09637527439897414, 'result_response_inactive': 0.004536387253208483, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 3, 'result_error_in_all': 0.9106184580374859, 'result_error_out_all': 0.910013426001441, 'result_error_in_mask': 0.902882505721254, 'result_error_out_mask': 0.9015170252423578, 'result_false_positives': 0.0, 'result_false_negatives': 0.0, 'result_response_active': 0.1118562877044538, 'result_response_inactive': 0.0036114150589223264, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 4, 'result_error_in_all': 0.9063776945742024, 'result_error_out_all': 0.9184129962480148, 'result_error_in_mask': 0.9084249808496233, 'result_error_out_mask': 0.9248795590329904, 'result_false_positives': 0.0, 'result_false_negatives': 0.02, 'result_response_active': 0.1061329704369804, 'result_response_inactive': 0.0007522584861006026, 'result_auc': 1.0}
{'n_samples': 100, 'dim_x': 50, 'dim_y': 50, 'snr': 1.0, 'nc': 10, 'nonlinear': 0, 'n_seeds': 10, 'model': 'JRRTEST_ridgecv_ridgecv_bag', 'seed': 5, 'result_error_in_all': 0.8695461031435628, 'result_error_out_all': 0.9072507636508372, 'result_error_in_mask': 0.8672559862810575, 'result_error_out_mask': 0.9096741339471349, 'result_false_positives': 0.0, 'result_false_negatives': 0.04, 'result_response_active': 0.1492523203052343, 'result_response_inactive': 0.0026948397357229275, 'result_auc': 1.0}
